"","amacrine.cell","microglial.cell","Muller.cell","retinal.bipolar.neuron.type.A","retinal.bipolar.neuron.type.B","retinal.bipolar.neuron.type.C","retinal.bipolar.neuron.type.D","retinal.cone.cell","retinal.ganglion.cell","retinal.rod.cell.type.A","retinal.rod.cell.type.B","retinal.rod.cell.type.C"
"WWTR1-IT1",0,0,0.005933619,0,0,0,0,0.004054971,0,0.000616537,0.001847825,0
"PRR34-AS1",0.245698791,0.35515437,0.207719921,0.307223074,0.313245425,0.349388326,0.290434089,0.079767574,0.186421114,0.489460015,0.271510964,0.371515094
"RPL38P1",0,0,0,0,0,0,0,0,0,0.000529979,0,0
"ALG1L15P",0,0,0.006833817,0,0,0,0,0,0,0,0,0
"RN7SL68P",0.012891349,0,0,0.008141182,0,0.010740379,0.00795814,0,0,0,0,0
"AC112493.1",0,0,0.005427732,0.003550794,0.057031647,0.105431455,0.008967445,0.015658048,0,0.004641245,0.004932859,0
"HYPK",0.041485136,0.046097086,0.023684818,0.098503393,0.058191374,0.057940065,0.018234229,0.077337199,0.063464827,0.03218053,0.05498704,0.091516055
"AC097493.1",0,0,0.005035377,0,0,0,0,0,0,0,0,0
"RPL35AP28",0,0,0,0.004088204,0,0,0,0,0,0.000732976,0.001420518,0
"AC093583.1",0,0,0,0,0,0,0,0,0,0.000576969,0,0
"DNAJB8-AS1",0,0,0,0,0,0,0,0,0,0,0.000640474,0
"RPL10P7",0,0.022908889,0,0.004840917,0,0,0,0,0,0.002028711,0.003883771,0
"RPS4XP19",0,0,0,0.004497518,0,0,0,0,0,0.001339652,0.000523614,0
"RPS3AP49",0.022872272,0.01993209,0.014881238,0.027303432,0.029777647,0.017816777,0.009030155,0.027175381,0.034302829,0.01401564,0.015970254,0
"AL160314.1",0,0,0,0,0,0,0,0.004552228,0,0.001698511,0.001163246,0
"RN7SL291P",0,0,0,0,0,0,0,0.004237906,0,0,0,0
"RN7SL214P",0,0,0,0,0.005344721,0,0,0,0,0,0.000644114,0
"AC091179.1",0,0,0,0.013664322,0.010070218,0.007964191,0,0.004564071,0,0.004217285,0.002644313,0
"AC108734.3",0,0,0,0,0,0,0,0,0,0.001064645,0,0
"RPL7AP6",0.117738205,0.661014434,0.168035343,0.338561528,0.26510107,0.232430216,0.174685729,0.371717501,0.273622857,0.279539005,0.163401259,0.112624965
"AC084864.1",0,0,0.004403486,0.01010756,0,0,0,0.010035047,0,0.060039645,0.07964928,0.051275532
"AC068620.1",0,0,0.005699116,0,0,0.007994753,0,0,0,0.000551164,0,0
"AL928654.1",0,0,0.010497712,0,0,0.007884697,0.019392048,0,0,0.000594474,0.002459774,0
"LINC00969",1.376261987,0.374840427,0.815697559,1.377976937,1.139303095,1.229871131,1.440008919,1.153058278,0.109190021,0.470217565,0.786404992,0.718023624
"RPL36AP41",0,0,0.006199593,0,0,0,0,0.005360067,0,0.001518751,0,0
"AC090602.1",0.010949826,0.100476749,0.010670399,0.022518498,0.01168604,0.015666283,0,0.051438574,0,0.012443918,0.010439706,0
"FOXP1-IT1",0.031738131,0.038872091,0.01347467,0.032725339,0.038494274,0.035997341,0,0.020395276,0,0.013955202,0.0299305,0.084104552
"RPL9P32",0.064497251,0,0.00508013,0.053906167,0.063037687,0.073199367,0.020544144,0.050385256,0,0.041975,0.046433592,0
"RN7SL152P",0,0,0,0,0,0.009156944,0,0,0,0,0,0
"AC079841.1",0.014264468,0,0,0,0,0,0,0,0,0,0,0
"AC092978.1",0.021732167,0,0,0,0,0,0,0,0,0.000704497,0,0
"AMACR",0.010112223,0,0.050486062,0.035558586,0.075902347,0.007893866,0.018639782,0.009302019,0.040399479,0.003648363,0.005008215,0
"MTFP1",0.013104896,0,0.280572073,0.003629281,0.006196321,0,0.019514464,0.021135473,0,0.007489633,0.008153844,0.051065522
"SNHG3",0.569690141,0.602663013,0.663789644,0.530209696,0.508930152,0.59371443,0.414502988,0.359386587,0.14444565,0.348162992,0.333409644,0.257668316
"RPL17P2",0,0,0,0,0,0,0,0,0,0.000466413,0.000691411,0
"AC063943.2",0,0,0.022742756,0.007706108,0.0127772,0.007429539,0.019158761,0.021776373,0,0.009164054,0.002523277,0
"AC083904.1",0.025723498,0,0.004830402,0,0,0,0.008970889,0,0,0.004669559,0.006260012,0
"SERBP1P3",0.014143849,0,0.023456734,0.021037306,0.034244681,0.026875429,0.03958395,0,0,0.00372268,0.003182834,0
"AC004884.2",0,0,0,0,0,0,0.010972802,0.008405359,0,0.00056662,0.003362234,0
"AC000041.1",0,0,0,0,0,0,0,0.005610089,0,0,0,0
"AL121769.1",0.010551196,0,0,0.00430497,0,0.009379189,0,0.010347904,0,0.001488537,0.002035243,0
"AC093789.1",0,0,0,0,0,0,0.008231713,0,0,0,0.000650718,0
"RN7SL329P",0.034442345,0.021436275,0.018678331,0.031904294,0.035724617,0.040053207,0.049702006,0.031357243,0,0.018292798,0.023040881,0.021968449
"ARHGDIG",0.243743234,0,0.005870589,0.030549852,0.092134605,0.03083555,0.045200524,0.027740847,0.285372935,0.011787934,0.003843749,0
"RN7SL127P",0,0.028287639,0,0,0,0,0,0,0,0,0.001298288,0
"RN7SL745P",0,0,0,0,0,0,0,0,0,0.000534285,0.001275325,0
"AL359075.1",0.135423861,0.109271404,0.186167844,0.004937895,0.024897182,0.013502165,0.028015768,0.017820368,0,0.067565181,0.073937653,0.074379836
"AC098869.1",0,0.042701929,0,0,0,0,0,0,0,0,0,0
"AP004217.1",0,0,0,0,0,0,0,0.004696287,0,0.000708477,0,0
"RPL5P29",0,0,0,0,0,0,0.009300174,0,0,0.001207495,0.000555149,0
"AC006445.1",0,0,0,0.004528611,0,0,0,0,0,0,0.000659858,0.023703457
"TCP10L",0.009973581,0,0.033349784,0.014033592,0.011938361,0.018024789,0.017930945,0.009682426,0,0.010499355,0.010245169,0
"PSG2",0.010112223,0,0.011425663,0.190055594,0.041010631,0.047449558,0.093983278,0.005501851,0,0.001157162,0.002073939,0.024678081
"AC092989.1",0,0,0,0,0,0,0,0,0,0.000737591,0,0
"RPS3AP14",0.012370987,0,0.004708044,0.014214264,0,0,0,0.006068158,0,0.00211461,0,0
"RN7SL594P",0.011672554,0,0,0.00974867,0.00621921,0,0.010315841,0,0,0.001083445,0.004372918,0
"RN7SL306P",0,0,0.005305338,0,0.006092095,0,0,0,0,0.000635113,0.002738048,0
"NECTIN3-AS1",0,0,0.032568561,0.004502327,0.006967602,0.042883699,0.01923834,0.005204945,0,0.000565765,0,0
"ARFGAP3",0.797300028,0.362537832,0.53274715,0.651747867,0.642042219,0.663130595,0.680323356,0.324014899,0.122930731,0.405730062,0.352259346,0.384812238
"RN7SL20P",0,0,0.004067227,0.004534525,0.005696313,0,0,0,0,0.000562875,0.000658327,0.025383202
"BGLAP",0,0,0.015871109,0,0,0.009678786,0.009243512,0.005007391,0,0.000458949,0.002769048,0
"LINC00996",0,0.021436275,0.005302624,0,0,0,0,0,0,0.000559692,0,0
"C22orf39",1.006098247,0.28826113,0.493830906,0.894577092,0.628386771,0.751408214,0.991596211,1.28480648,0.848041894,0.454680605,0.227055092,0.139938705
"AC018635.1",0,0,0,0,0,0.008859164,0,0.00541933,0,0.000607063,0.001340757,0
"AC092597.1",0.03255321,0.020677575,0,0.009973787,0.013171493,0,0.020732709,0.029889271,0,0.009548343,0.005861599,0
"PEG10",1.17760085,0.029842498,1.291309596,1.233694174,1.330141464,0.74646496,0.435346679,0.238464712,0.835781998,0.315832845,0.244830662,0.331112496
"RN7SL456P",0,0,0,0,0,0,0.008704992,0,0,0.000654386,0.000677355,0
"SKINT1L",0,0,0,0.005533804,0,0,0,0.005329677,0,0.000543116,0.001353734,0
"LINC02082",0,0.022306313,0.017875943,0,0.006295113,0,0,0,0,0.00043494,0,0
"RPL5P3",0.009957573,0,0,0,0.004767975,0,0,0,0,0.000985688,0.002544708,0
"AC074051.1",0,0,0.017268304,0,0,0.00779036,0,0,0,0,0,0
"AC108488.1",0.010976628,0.081999225,0.006763761,0,0.007168381,0.009018295,0,0.031747474,0,0.003517858,0.00839014,0.024339081
"RPL6P8",0,0,0.004860922,0,0,0,0,0,0,0,0,0
"ZBTB20-AS5",0,0,0,0.014220577,0,0,0,0,0,0.000540002,0,0
"RPL36AP51",0,0,0,0,0,0,0,0,0,0.000720211,0,0
"RPS29P1",0,0,0,0,0,0,0,0,0,0.000636856,0.000684068,0
"STAG3L5P",0.030520504,0.044949401,0,0.056755865,0.03546316,0.00842873,0.029266265,0.013541905,0,0.011386168,0.013305473,0.048433409
"AC087477.1",0,0,0,0,0,0.017079988,0,0,0,0.003843435,0.00198892,0
"AC073861.1",0.629086186,2.182923597,0.659855183,1.078626931,0.870147047,0.904117332,0.649398189,1.223033395,1.038236777,0.962381449,0.57309726,0.442653365
"AC010401.1",0,0,0,0,0.006100447,0,0,0.004737426,0,0.00076283,0.000470653,0
"RPL12P32",0,0.039947176,0,0.03402252,0,0,0.011226194,0.027931754,0.064696933,0.009237361,0.004296185,0
"AC058823.1",0,0,0.010955583,0.021648011,0.023398282,0.060469488,0.038928791,0.063235689,0,0.022973073,0.046957805,0.02367316
"RPL21P126",0,0,0.005805176,0,0.012472765,0.015636118,0,0,0,0.002461537,0.001791867,0
"RPS12P31",0,0,0,0,0,0,0,0,0,0.001304851,0.000674052,0
"AC023906.1",0.010571748,0.117539139,0.036947647,0.056586822,0.023826772,0.032908151,0.072113116,0.068811221,0.060326058,0.042970616,0.02741259,0
"AC007215.1",0,0,0,0,0,0,0,0.005314354,0,0.001306231,0,0.02448464
"RN7SL683P",0,0,0,0,0,0,0,0,0,0,0.000661861,0
"TFP1",0.021774527,0,0.018245276,0.006010927,0.005429262,0,0,0.004764597,0,0.002724208,0.002124061,0
"BMS1P4",0.010572998,0,0.011685183,0.009169489,0.006369704,0.015066141,0,0.020893978,0,0.006276,0.007046626,0.024208273
"RN7SL646P",0,0,0.009247763,0,0,0,0,0,0,0,0,0
"NPPA-AS1",0.020282683,0,0.032575209,0,0.006892145,0.006661795,0,0.011393479,0,0.008303309,0.002649337,0
"RPL12P30",0,0,0,0.004418388,0,0,0,0,0,0,0.001314636,0
"RPS21P4",0.21179531,0.243219718,0.214340784,0.138930285,0.206032672,0.103117124,0.17252088,0.079351026,0.114525186,0.08675115,0.095821132,0.046994047
"EIF6",0.723909764,0.584234315,0.625218244,0.693304639,0.583786664,0.57764298,0.567397405,0.584626953,0.566634901,0.497868987,0.355533698,0.182041717
"AL590705.3",0,0,0,0.004116139,0,0.009370909,0.009492505,0,0,0.001102051,0,0
"RN7SL741P",0,0,0,0,0.005977433,0.008808818,0.006938011,0,0,0.00401397,0.007262762,0
"RPL6P9",0.022550971,0.021676663,0.010083839,0.010008455,0.015241208,0.00722532,0,0.005870076,0,0.004870142,0.005032072,0.02477123
"AC099677.4",0,0,0,0,0,0,0,0,0,0.000453943,0,0
"AC096536.3",0,0,0,0,0,0,0,0,0,0.00064698,0,0
"AC007537.2",0.009978763,0.019646943,0.00564337,0,0,0.010233483,0,0.006067602,0.062519255,0.00757287,0.005479249,0.027166857
"AC011506.1",0,0,0.00612574,0,0,0.007450458,0,0.004248832,0,0,0,0
"DBIL5P2",0.031987422,0,0.00677873,0.01287562,0.004877753,0.026449974,0.009821798,0.01545719,0,0.003550319,0.005492448,0
"PCDHGC4",0.023095331,0,0,0,0.00489278,0,0.007871737,0,0,0,0.001338684,0
"RPL12P36",0,0,0,0.01018125,0.006412698,0.008859164,0,0,0,0.000660354,0.000686728,0
"C3orf67-AS1",0.025432362,0,0,0,0,0,0,0.004660312,0.05667283,0.000795377,0,0
"RN7SL274P",0.013706263,0,0,0,0,0,0,0,0,0,0,0
"AC107398.1",0,0.027395055,0.004476404,0.004568558,0.005516287,0,0.008162022,0,0.064615832,0.007727557,0.003916579,0
"RN7SL789P",0.012456364,0,0,0.003599576,0.01314606,0.01698931,0,0.010390397,0,0.001650592,0.004541598,0
"AC127024.1",0,0,0,0,0,0,0.008602374,0,0.071588388,0.0055501,0.001741329,0
"RPL7AP11",0,0.024663843,0.025499716,0.040307215,0.018231665,0.023258454,0.028633332,0.047899063,0.066898316,0.02813326,0.01682171,0
"RBBP4P2",0,0,0,0,0,0,0,0,0,0.001252037,0,0
"AC089999.1",0,0,0,0,0,0,0.009198623,0,0,0,0,0
"AC093627.5",0,0.02057957,0.054780165,0.032597852,0.01255533,0.022794853,0.035194652,0.056936802,0,0.042491702,0.058086615,0.071714371
"AC091429.1",0,0.09770931,0.016134068,0.028478304,0.012826051,0,0.009777892,0.029444987,0.179365987,0.020178657,0.012794346,0
"AC109992.1",0.011945405,0,0,0,0,0.008648665,0.019140919,0.004573229,0,0.001245406,0.006713513,0
"MRPL20",1.650237909,0.914163487,1.75484378,1.720314004,1.478201594,1.528063666,1.426935227,1.907379036,1.718817768,1.489382399,1.014897506,0.814003754
"AF107885.1",0,0,0.006525439,0.005062113,0,0,0,0.025681747,0,0.001135663,0.002856279,0.028672516
"RN7SL37P",0.09542082,0,0.042519906,0.026019597,0.021767535,0.026771547,0.049104756,0.034930476,0,0.014232873,0.028955306,0.026220851
"ARPIN",0.141018899,0.108195874,0.152902461,0.100537381,0.17246042,0.183549575,0.187174831,0.229082366,0.124020357,0.131351775,0.109770716,0.122250358
"FO393401.2",0,0,0,0.00492385,0,0,0,0,0,0,0.001847367,0
"RN7SL156P",0,0,0,0,0,0,0,0,0,0.000479127,0.002482081,0
"NDUFB4P1",0,0,0,0,0,0,0,0,0,0.001251516,0,0
"LINC01206",0,0,0,0,0,0,0,0,0,0,0.001362462,0
"LINC00960",0,0.046187036,0,0,0.00567032,0.014593919,0.009570723,0,0,0.00198427,0.004939862,0
"KLHL6-AS1",0,0.047915239,0,0,0,0,0,0,0,0,0.000634819,0
"OR7E100P",0,0,0,0,0,0,0,0,0,0.000547008,0,0
"AC100771.1",0,0,0.009091299,0.004145436,0.006764557,0.0086894,0,0,0,0.004494547,0.002964764,0
"MRE11P1",0,0,0,0,0,0,0,0,0,0,0.000517352,0
"AC007620.2",0.011781182,0.025101176,0.010561166,0.011767732,0.017258821,0.030045319,0.00902945,0.01421895,0,0.003505169,0.006982364,0
"POU5F1P6",0.020075003,0,0.012379278,0.033744539,0.028841157,0.042070653,0.037917343,0.023378734,0,0.008445584,0.01383919,0
"AP001432.1",0.009827905,0,0,0,0,0,0,0,0,0.00100666,0.001967568,0
"RN7SL144P",0,0,0,0,0.006161209,0,0,0,0,0,0.001174408,0
"DCAF13P1",0,0,0.005571906,0,0,0,0,0,0,0,0,0
"RPL21P11",0.02414499,0.116448711,0.004953082,0.02159375,0.037723421,0.04197383,0.018415762,0.058656275,0,0.032542685,0.023518853,0.043993268
"ACTR3P3",0,0,0,0,0,0,0,0,0,0.000527783,0,0
"HLA-DMB",0.016133347,3.236129546,0.004999186,0.003939934,0,0.009335763,0.009277512,0.012139283,0,0.003665755,0.00498851,0
"AC012501.2",0,0,0,0,0,0,0,0,0,0.000440425,0,0
"AC008040.2",0,0,0,0,0,0,0,0.00598683,0,0.005512946,0.010029935,0
"AC108010.1",0,0,0,0.018260989,0,0.015632043,0.008234788,0.031648274,0,0.006967764,0.014530828,0
"AC006148.1",0.077212165,0,0,0.009217624,0.012811023,0.029389976,0.098702389,0,0,0.001968836,0.000607764,0
"MED28P8",0,0,0,0.004436574,0,0,0.021070937,0,0,0,0,0
"AC008953.1",0.013178268,0.030880377,0.004790577,0,0.006424098,0,0.020573446,0.014870137,0,0.006326274,0.002688763,0
"AC068587.1",0.094063429,0.042926936,0.009450246,0.090786187,0.111563168,0.040939087,0.125229878,0,0,0.000778388,0.000665289,0
"DECR2",0.143246246,0.105088959,0.055181159,0.053171089,0.036439758,0.015960833,0.018198164,0.103176789,0,0.030223746,0.025682034,0.02429764
"AC022415.1",0.05511531,0,0.020722399,0.040461759,0.040944806,0.048603859,0.018081875,0.159713988,0.070031567,0.04096595,0.044034062,0.052949511
"GNG10",0.012820183,0,0.004077532,0.008463689,0,0,0,0.004975582,0,0.001758389,0.003189433,0
"AC092910.3",0.20987204,0.046244086,0.048539057,0.085098322,0.113856133,0.083827145,0.028770202,0.07605286,0,0.0423164,0.067774293,0.050870314
"AC009228.1",0.052386572,0,0.021095404,0.005252337,0.004590844,0.016781015,0.010315841,0.00510787,0,0.001893543,0.00190708,0
"RPS24P16",0,0,0.006821409,0,0,0,0,0,0,0.001258496,0.001480571,0
"RPL21P129",0,0,0,0,0,0,0,0,0,0.001155117,0.001106686,0
"RPS29P11",0,0.080695218,0.009438313,0.026077033,0.022813918,0.008495929,0,0.031195984,0,0.007469781,0.005162998,0
"LINC00971",0,0.023600904,0,0,0,0.008229162,0.010304209,0,0,0.001238055,0.002599149,0
"RN7SL581P",0,0,0,0,0,0,0,0.008511852,0,0,0,0
"AC108693.2",0,0,0,0,0,0,0,0.004635165,0,0.001688476,0,0
"RPS3AP43",0.023098079,0,0.009962502,0.013582949,0,0,0,0,0,0.000676982,0,0
"AC087385.2",0,0.050197759,0.012070347,0.010863807,0,0,0,0,0.044322336,0.002517117,0.002221431,0
"RN7SL317P",0,0,0.005571906,0.008635265,0.012720282,0.008416303,0.010535918,0,0,0.001219905,0.001320251,0
"RPL22P13",0,0,0.004932067,0,0,0,0,0,0,0.001154855,0.001342574,0
"LINC02010",0,0,0.00587847,0,0,0,0,0,0,0,0,0
"RPS16P9",0,0,0,0,0,0.008854455,0,0,0,0,0,0
"RPL12P21",0.052812099,0,0.019960291,0.021135227,0,0.007780447,0.01762054,0.030142994,0,0.006575877,0.012372173,0
"AC107464.1",0.085255487,0,0.020791155,0.096771323,0.103096537,0.129788829,0.030275523,0.01726269,0,0.00551093,0.012359684,0
"AC004893.2",0.046227956,0.019646943,0.021317229,0.041984554,0.028148374,0.033239825,0.041602848,0.031016144,0,0.011979314,0.017603228,0.038428669
"CNTF",0,0,0,0,0,0,0,0.005302959,0,0,0,0
"RPS27AP1",0,0.026907373,0.011730419,0.008112655,0,0.031765739,0,0.019729672,0.070031567,0.012863672,0.007041147,0
"RN7SL40P",0.022190382,0,0.006489972,0.004380138,0,0.008965318,0,0.005613855,0,0,0.000605767,0
"RPL5P12",0.023768186,0.042670876,0.021725064,0.039286767,0.064517992,0.03041177,0.019477833,0.036307841,0.092178447,0.015147663,0.007500807,0.021461225
"RN7SL516P",0,0,0.006680574,0,0,0,0,0,0,0,0.000718462,0
"ICE2P2",0,0,0.005414329,0,0,0,0,0,0,0,0,0
"RPS27AP9",0,0,0,0,0,0,0,0.0043527,0,0,0.000724337,0
"RN7SL362P",0,0.021676663,0,0,0,0.008953493,0,0,0,0,0.000768396,0
"CCDC169",0.010275383,0,0.013368584,0.040098286,0,0,0,0.025550402,0,0.001291684,0,0
"RN7SL806P",0,0,0,0,0.01286618,0,0.01029263,0.004627171,0,0.000464639,0.001973059,0
"AC104687.1",0,0,0,0,0,0,0,0,0.045725194,0.000407582,0,0
"RTL5",0.172125328,0.031704906,0.085787231,0.036692955,0.052094472,0.023202417,0.015386359,0.01730961,0,0.001705802,0,0.019242824
"AC012170.1",0,0.01993209,0,0,0,0,0,0,0,0.001403397,0,0
"AC090515.1",0.0221789,0.041257145,0.015990368,0.046923772,0.038832006,0.031514919,0.027186316,0.027729162,0,0.028249073,0.015159791,0
"RPL23AP81",0,0,0,0,0,0,0,0,0,0.000533006,0,0
"NMTRQ-TTG12-1",0,0,0,0,0,0,0,0,0,0,0.000602036,0
"AL445430.2",0,0,0.00590465,0,0,0,0,0,0,0,0,0
"LINC00882",0.312900415,0.018140222,0.267948153,0.238940471,0.334837039,0.3001097,0.261358652,0.08648905,0.511615443,0.093695071,0.064549043,0.044083907
"ZBTB20-AS4",0,0,0.009550635,0.00863377,0.023646667,0.029922555,0.01037718,0.015572406,0,0.050683717,0.040363698,0.051590961
"AC096576.1",0.033064325,0,0.008962131,0.019966847,0.064122586,0.025249258,0.008789462,0,0,0.0043938,0.009828667,0
"ZNF702P",0.034677242,0.020097032,0.009785157,0.08642448,0.03760977,0.026179362,0.061628039,0.193135081,0,0.031358647,0.026062212,0
"AC117395.3",0,0,0.006049545,0.00867842,0,0.008427951,0,0,0,0.003586943,0.005423561,0.025342376
"AC135999.1",0,0,0.004807156,0.280334727,0.211376555,0.128801939,0.181785514,0.013315081,0,0.002353768,0,0
"RN7SL299P",0,0,0,0,0.004877753,0,0,0,0,0,0,0
"GLYCTK-AS1",0,0,0.007603733,0,0,0,0,0,0,0,0.000703106,0
"AC073842.2",0,0,0.011400852,0.004162805,0.011626141,0.007682021,0,0,0,0.003318427,0.005074928,0
"AP5Z1",0.131589016,0.149721376,0.076930589,0.054258362,0.085255791,0.084041067,0.076162157,0.0493969,0,0.048068484,0.060316529,0.071364408
"SOX2-OT",0.614127237,0.019325188,0.481131717,0.161975813,0.246204949,0.085910857,0.181902782,0.07965121,0.044388688,0.135268131,0.163954808,0.185357087
"AC113398.1",0.08777035,0.563722543,0.17002303,0.130022624,0.154883337,0.128859562,0.119570709,0.258446056,0.294926034,0.20048978,0.118305858,0.039226205
"RN7SL846P",0.015441844,0,0,0,0,0,0,0.005412306,0,0.002230722,0.002193603,0
"AC068756.1",0,0,0,0.003923345,0,0,0,0,0,0,0,0
"RPS26P21",0,0.021070269,0.011298872,0,0,0,0,0,0,0,0,0
"RPL21P13",0,0,0.005863866,0,0,0,0,0,0,0.003529875,0.001342742,0
"ALDOAP1",0,0,0,0,0,0,0,0,0,0.000569489,0,0
"ZNF709",0.020898671,0,0.03687383,0.065262394,0.047894769,0.007305275,0.009043596,0.019448224,0,0.017173556,0.017977052,0.02673452
"RN7SL749P",0,0,0,0.0150122,0.007319921,0,0.008598808,0,0,0,0.003245277,0
"AC020899.1",0,0.021985996,0.009020801,0.018274505,0.015509912,0.015059117,0.008889523,0.011377156,0,0.010476215,0.005474115,0
"RN7SL180P",0.009406437,0.028287639,0.026817999,0.034004546,0.041630288,0.023435891,0.057527491,0.031053457,0,0.012677709,0.031055797,0
"AL591895.1",0,0.020468079,0.037418954,0,0,0,0,0,0,0,0,0
"STRC",0.019536573,0,0.022260832,0,0.041511666,0,0.027864699,0.043405481,0,0.017064738,0.033875748,0.020382297
"RN7SL812P",0,0,0,0,0,0,0,0,0,0.000548649,0.003840498,0
"AC046136.1",0,0,0,0.009121365,0,0,0,0,0,0,0,0
"RPL5P11",0,0,0,0.004237635,0.006502808,0.006367904,0,0.004635165,0,0.001581074,0.000520213,0
"AL133368.1",0,0,0,0,0,0,0,0,0,0.001676632,0.001956582,0
"RN7SL449P",0.081980117,0,0.029325056,0.00680335,0.00820181,0.01515354,0,0.009289498,0,0.018226345,0.029213185,0.048017793
"RPL7P16",0,0,0,0,0,0,0.010495628,0,0,0,0,0
"RN7SL384P",0,0,0.004551359,0,0,0,0,0,0,0.000560471,0.000624233,0
"RPL21P104",0,0,0,0,0,0,0,0,0,0.000637067,0,0
"RPL7P49",0,0,0.010210938,0.004444229,0,0,0.010119469,0.004657146,0,0.003906178,0.003411659,0
"RPL12P7",0,0,0,0,0,0,0.009541218,0,0,0.000641694,0,0
"EPS15P1",0,0,0,0,0,0,0,0,0,0,0.001352868,0
"ERVW-1",0,0.023600904,0,0.004512971,0.005397291,0,0.008231713,0.010367935,0,0,0.000461826,0
"AC007182.2",0.029301942,0.074095608,0.009884321,0.068922765,0.043682488,0.016243615,0.029151488,0.029477061,0.047282117,0.023710314,0.008524326,0
"RPSAP3",0.031409156,0.026907373,0.006291763,0.003781105,0.012851902,0,0,0.045066845,0,0.016668587,0.013173241,0.025629793
"AC139453.2",0,0,0,0.003629922,0,0.006642488,0,0,0,0,0,0
"AC040975.1",0.01059369,0,0,0.004192461,0.007176291,0,0,0,0,0.002580138,0.005281158,0
"FTH1P23",0,0,0.008853857,0,0.014062683,0,0,0.00832603,0,0.017534092,0.009672423,0
"AC026336.1",0,0,0,0,0.005563131,0,0,0,0,0,0,0
"AC096992.1",0,0,0.016575345,0,0,0,0,0.005543782,0,0,0.001270102,0
"AC068522.1",0.010172292,0.019404319,0,0.016966603,0.010918264,0.009156944,0,0.020581434,0.144742292,0.00907105,0.00411929,0
"RN7SL233P",0.053501402,0.023600904,0.021286222,0.026987259,0.016295464,0.035703649,0.01665329,0.035265776,0,0.007763166,0.010505321,0.024886749
"AC010285.1",0,0,0,0.004791468,0.005397291,0,0.008977789,0.010035976,0,0.004221664,0.002571684,0
"RPL21P99",0,0,0,0,0,0.008030949,0,0,0,0.001238676,0,0
"RPL13AP23",0,0,0,0,0,0,0,0,0,0.000735395,0,0
"FTH1P4",0,0,0.016473314,0.008251306,0.018052217,0,0,0.017458391,0.070031567,0.02232074,0.011510596,0
"AL161757.1",0,0.01827282,0,0,0,0,0,0,0,0.004704355,0.009706228,0
"RN7SL239P",0.008776687,0,0.016284365,0.018214728,0.006205773,0.008768608,0.010449807,0.013030342,0,0.00208344,0.005207608,0
"AC005062.1",0.051783404,0,0,0,0.012455196,0,0.07793616,0,0,0,0,0
"RN7SL16P",0,0,0,0,0,0,0,0,0,0,0.000714577,0
"RPL12P35",0,0.028171741,0,0.004777109,0.006089493,0.008340905,0,0,0,0.006509413,0.001724034,0
"AL359538.1",0.010172292,0,0,0,0,0,0,0,0,0.001840135,0,0
"LINC02083",0,0,0.004820554,0,0,0,0,0,0,0,0,0
"PTMAP8",0.011071483,0,0,0.008732841,0.015610491,0,0.008162022,0.013882738,0,0.008220278,0.002482965,0
"UBA52P3",0,0,0.005316633,0.00903988,0,0,0,0,0,0.001922425,0.001202509,0
"AC012158.1",0.012619938,0.01827282,0.053831371,0.022446914,0.010436871,0.023448728,0.020187488,0.042878409,0,0.013399589,0.010770587,0
"RN7SL635P",0.0097421,0,0.034568795,0.07249841,0.043648917,0.017573459,0.019998613,0.017355848,0,0.005474381,0.012380557,0.027337871
"GAPDHP47",0.01070896,0,0,0,0,0,0,0,0,0,0,0
"RN7SL33P",0,0,0,0.003550794,0,0,0,0,0,0,0.001292439,0
"RN7SL269P",0.061128963,0.022306313,0.00548911,0.042432992,0.024194827,0.031816735,0.036051098,0.01046415,0,0.006406787,0.021840276,0
"GK-AS1",0,0,0.022515864,0,0,0,0,0.010438666,0,0.002620263,0.008740781,0
"EIF4EBP3",0,0.022700128,0.025810334,0.004675258,0.00594949,0,0,0,0,0,0,0
"AC015724.1",0,0,0.004485284,0,0,0,0,0,0,0.000710119,0.000410221,0
"ABCC13",0,0.02152401,0,0.003690308,0,0,0,0,0,0,0,0
"ARHGEF26-AS1",0.1373575,0,1.123783436,0.084972334,0.032882559,0.061989521,0.060839958,0.088169986,0.125008481,0.165915619,0.164308546,0.205878065
"AC107032.1",0.008776687,0.046576612,0,0.018698746,0.011188312,0.010430627,0,0.026795556,0,0.011549997,0.00522972,0
"LINC00870",0,0,0.009590719,0.070909614,0.031128488,0.056354227,0.029354335,0.04665244,0,0.036274318,0.025304049,0.019242824
"AC079203.1",0.019044208,0,0.004540211,0.054332207,0.010898856,0.034052588,0,0.025288514,0,0.012049455,0.022100997,0.047233077
"AC020983.1",0,0,0,0.019026749,0,0,0,0,0,0.002526103,0.003251823,0
"RPS3P7",0,0,0,0,0.005934748,0,0,0.005304336,0,0.000762981,0.002555392,0
"RN7SL452P",0.009911045,0,0.004570841,0.009174048,0.013331899,0.006845885,0.019370275,0.010096232,0,0.00479311,0.003461866,0
"AC000120.1",0,0,0,0,0.006625739,0,0,0,0,0,0,0
"RN7SL849P",0,0,0,0,0,0,0,0.004954827,0,0.000544991,0.000651145,0
